date,daily_pop,midnight_pop,book_in,book_out
2008-10-01,33876,32589,1306,1287
2008-10-02,33961,32475,1372,1486
2008-10-03,33762,32036,1287,1726
2008-10-04,32440,32024,404,416
2008-10-05,32299,32241,275,58
2008-10-06,33683,32546,1442,1137
2008-10-07,33927,32519,1381,1408
2008-10-08,34193,32656,1674,1537
2008-10-09,33913,32189,1257,1724
2008-10-10,33731,32072,1542,1659
2008-10-11,32428,31956,356,472
2008-10-12,32233,32159,277,74
2008-10-13,32641,32527,482,114
2008-10-14,34131,32678,1604,1453
2008-10-15,34114,32587,1436,1527
2008-10-16,33992,32419,1405,1573
2008-10-17,33830,32421,1411,1409
2008-10-18,32802,32465,381,337
2008-10-19,32812,32744,347,68
2008-10-20,34219,32993,1475,1226
2008-10-21,34348,33005,1355,1343
2008-10-22,34455,32954,1450,1501
2008-10-23,34239,32662,1285,1577
2008-10-24,33997,32413,1335,1584
2008-10-25,32825,32334,412,491
2008-10-26,32641,32588,307,53
2008-10-27,34083,32982,1495,1101
2008-10-28,34570,33111,1588,1459
2008-10-29,34634,33384,1523,1250
2008-10-30,34800,33143,1416,1657
2008-10-31,34372,32747,1229,1625
2008-11-01,33079,32721,332,358
2008-11-02,32975,32958,254,17
2008-11-03,34397,33262,1439,1135
2008-11-04,34587,33237,1325,1350
2008-11-05,34479,33221,1242,1258
2008-11-06,34476,32845,1255,1631
2008-11-07,34036,32298,1191,1738
2008-11-08,32588,32378,290,210
2008-11-09,32538,32510,160,28
2008-11-10,33917,32652,1407,1265
2008-11-11,33002,32861,350,141
2008-11-12,34365,33083,1504,1282
2008-11-13,34394,32748,1311,1646
2008-11-14,34171,32616,1423,1555
2008-11-15,32886,32624,270,262
2008-11-16,32898,32876,274,22
2008-11-17,34263,32939,1387,1324
2008-11-18,34322,32933,1383,1389
2008-11-19,34405,32833,1472,1572
2008-11-20,34216,32556,1383,1660
2008-11-21,33967,32190,1411,1777
2008-11-22,32564,32207,374,357
2008-11-23,32526,32444,319,82
2008-11-24,33941,32512,1497,1429
2008-11-25,33986,32511,1474,1475
2008-11-26,33836,32336,1325,1500
2008-11-27,32679,32575,343,104
2008-11-28,33387,32175,812,1212
2008-11-29,32446,32236,271,210
2008-11-30,32447,32416,211,31
2008-12-01,33833,32610,1417,1223
2008-12-02,34071,32841,1461,1230
2008-12-03,34252,32905,1411,1347
2008-12-04,34203,32619,1298,1584
2008-12-05,34027,32385,1408,1642
2008-12-06,32684,32442,299,242
2008-12-07,32657,32601,215,56
2008-12-08,34044,32742,1443,1302
2008-12-09,34107,32588,1365,1519
2008-12-10,34014,32740,1426,1274
2008-12-11,33915,32370,1175,1545
2008-12-12,33757,32245,1387,1512
2008-12-13,32536,32151,291,385
2008-12-14,32396,32339,245,57
2008-12-15,33738,32374,1399,1364
2008-12-16,33899,32476,1525,1423
2008-12-17,33943,32556,1467,1387
2008-12-18,33912,32556,1356,1356
2008-12-19,33813,32309,1257,1504
2008-12-20,32668,31915,359,753
2008-12-21,32072,32023,157,49
2008-12-22,33380,31756,1357,1624
2008-12-23,33156,31962,1400,1194
2008-12-24,33097,31933,1135,1164
2008-12-25,32122,32085,189,37
2008-12-26,32344,32224,259,120
2008-12-27,32417,32357,193,60
2008-12-28,32527,32470,170,57
2008-12-29,33905,32684,1435,1221
2008-12-30,33846,32558,1162,1288
2008-12-31,33655,32486,1097,1169
2009-01-01,32692,32567,206,125
2009-01-02,33500,32655,933,845
2009-01-03,32846,32706,191,140
2009-01-04,32870,32805,164,65
2009-01-05,34122,33190,1317,932
2009-01-06,34359,33033,1169,1326
2009-01-07,34447,33082,1414,1365
2009-01-08,34216,32698,1134,1518
2009-01-09,33922,32324,1224,1598
2009-01-10,32570,32313,246,257
2009-01-11,32537,32430,224,107
2009-01-12,33833,32667,1403,1166
2009-01-13,33993,32562,1326,1431
2009-01-14,33881,32529,1319,1352
2009-01-15,33750,32217,1221,1533
2009-01-16,33559,32121,1342,1438
2009-01-17,32454,31956,333,498
2009-01-18,32189,32151,233,38
2009-01-19,32416,32077,265,339
2009-01-20,33663,32189,1586,1474
2009-01-21,33657,32394,1468,1263
2009-01-22,33796,32099,1402,1697
2009-01-23,33527,31980,1428,1547
2009-01-24,32286,31969,306,317
2009-01-25,32284,32181,315,103
2009-01-26,33697,32636,1516,1061
2009-01-27,34140,32865,1504,1275
2009-01-28,34169,32729,1304,1440
2009-01-29,34108,32761,1379,1347
2009-01-30,34053,32443,1292,1610
2009-01-31,32871,32238,428,633
2009-02-01,32500,32350,262,150
2009-02-02,33768,32630,1418,1138
2009-02-03,34016,32627,1386,1389
2009-02-04,33974,32600,1347,1374
2009-02-05,33853,32121,1253,1732
2009-02-06,33431,31675,1310,1756
2009-02-07,32044,31831,369,213
2009-02-08,32097,31942,266,155
2009-02-09,33286,32169,1344,1117
2009-02-10,33441,32118,1272,1323
2009-02-11,33532,32240,1414,1292
2009-02-12,33445,31918,1205,1527
2009-02-13,33181,31497,1263,1684
2009-02-14,31832,31465,335,367
2009-02-15,31695,31657,230,38
2009-02-16,31960,31693,303,267
2009-02-17,33245,31856,1552,1389
2009-02-18,33415,32007,1559,1408
2009-02-19,33457,31876,1450,1581
2009-02-20,33203,31616,1327,1587
2009-02-21,31994,31631,378,363
2009-02-22,31933,31850,302,83
2009-02-23,33311,32336,1461,975
2009-02-24,33903,32461,1567,1442
2009-02-25,33894,32715,1433,1179
2009-02-26,34159,32489,1444,1670
2009-02-27,33925,32199,1436,1726
2009-02-28,32537,32150,338,387
2009-03-01,32399,32337,249,62
2009-03-02,33704,32768,1367,936
2009-03-03,34264,32572,1496,1692
2009-03-04,34047,32851,1475,1196
2009-03-05,34039,32367,1188,1672
2009-03-06,33747,32138,1380,1609
2009-03-07,32439,32139,301,300
2009-03-08,32398,32344,259,54
2009-03-09,33751,32760,1407,991
2009-03-10,34158,32586,1398,1572
2009-03-11,33999,32593,1413,1406
2009-03-12,33942,32451,1349,1491
2009-03-13,33744,31995,1293,1749
2009-03-14,32327,31966,332,361
2009-03-15,32187,31987,221,200
2009-03-16,33446,32520,1459,926
2009-03-17,33818,32140,1298,1678
2009-03-18,33431,32366,1291,1065
2009-03-19,33707,32173,1341,1534
2009-03-20,33518,31986,1345,1532
2009-03-21,32305,32012,319,293
2009-03-22,32216,32040,204,176
2009-03-23,33385,32477,1345,908
2009-03-24,33946,32607,1469,1339
2009-03-25,34053,32550,1446,1503
2009-03-26,33857,32131,1307,1726
2009-03-27,33477,32041,1346,1436
2009-03-28,32379,32086,338,293
2009-03-29,32353,32179,267,174
2009-03-30,33691,32750,1512,941
2009-03-31,34100,32624,1350,1476
2009-04-01,34105,32588,1481,1517
2009-04-02,33795,32268,1207,1527
2009-04-03,33655,32130,1387,1525
2009-04-04,32396,32117,266,279
2009-04-05,32326,32275,209,51
2009-04-06,33654,32713,1379,941
2009-04-07,34274,32773,1561,1501
2009-04-08,34112,32983,1339,1129
2009-04-09,34152,32877,1169,1275
2009-04-10,34117,33031,1240,1086
2009-04-11,33252,32970,221,282
2009-04-12,33179,33135,209,44
2009-04-13,34385,32854,1250,1531
2009-04-14,34245,32900,1391,1345
2009-04-15,34349,32639,1449,1710
2009-04-16,33880,32304,1241,1576
2009-04-17,33595,32034,1291,1561
2009-04-18,32346,32022,312,324
2009-04-19,32248,32199,226,49
2009-04-20,33569,32294,1370,1275
2009-04-21,33779,32192,1485,1587
2009-04-22,33560,32156,1368,1404
2009-04-23,33494,31715,1338,1779
2009-04-24,33087,31525,1372,1562
2009-04-25,31836,31460,311,376
2009-04-26,31664,31648,204,16
2009-04-27,32967,31728,1319,1239
2009-04-28,33157,31847,1429,1310
2009-04-29,33225,31668,1378,1557
2009-04-30,32951,31336,1283,1615
2009-05-01,32725,31394,1389,1331
2009-05-02,31698,31437,304,261
2009-05-03,31666,31639,229,27
2009-05-04,33040,31735,1401,1305
2009-05-05,33118,31546,1383,1572
2009-05-06,32924,31606,1378,1318
2009-05-07,32979,31377,1373,1602
2009-05-08,32770,31238,1393,1532
2009-05-09,31565,31351,327,214
2009-05-10,31560,31513,209,47
2009-05-11,32924,31796,1411,1128
2009-05-12,33364,31923,1568,1441
2009-05-13,33300,32064,1377,1236
2009-05-14,33327,31952,1263,1375
2009-05-15,33191,31496,1239,1695
2009-05-16,31794,31597,298,197
2009-05-17,31813,31652,216,161
2009-05-18,33028,31816,1376,1212
2009-05-19,33306,31970,1490,1336
2009-05-20,33340,31806,1370,1534
2009-05-21,33136,31628,1330,1508
2009-05-22,33054,31504,1426,1550
2009-05-23,31867,31488,363,379
2009-05-24,31689,31661,201,28
2009-05-25,31928,31778,267,150
2009-05-26,33344,32098,1566,1246
2009-05-27,33595,32261,1497,1334
2009-05-28,33720,32038,1459,1682
2009-05-29,33373,32121,1335,1252
2009-05-30,32565,32189,444,376
2009-05-31,32451,32378,262,73
2009-06-01,33747,32886,1369,861
2009-06-02,34439,32899,1553,1540
2009-06-03,34203,32935,1304,1268
2009-06-04,34174,32631,1239,1543
2009-06-05,33965,32424,1334,1541
2009-06-06,32723,32293,299,430
2009-06-07,32465,32414,172,51
2009-06-08,33777,32581,1363,1196
2009-06-09,33949,32232,1368,1717
2009-06-10,33528,32230,1296,1298
2009-06-11,33421,31915,1191,1506
2009-06-12,33160,31742,1245,1418
2009-06-13,31973,31658,231,315
2009-06-14,31859,31836,201,23
2009-06-15,33076,32094,1240,982
2009-06-16,33522,32179,1428,1343
2009-06-17,33472,32224,1293,1248
2009-06-18,33444,31934,1220,1510
2009-06-19,33149,31761,1215,1388
2009-06-20,32022,31960,261,62
2009-06-21,32122,32097,162,25
2009-06-22,33477,32347,1380,1130
2009-06-23,33741,32274,1394,1467
2009-06-24,33534,32098,1260,1436
2009-06-25,33397,31861,1299,1536
2009-06-26,33077,31564,1216,1513
2009-06-27,31884,31678,320,206
2009-06-28,31921,31815,243,106
2009-06-29,33194,32124,1379,1070
2009-06-30,33619,32200,1495,1419
2009-07-01,33459,32146,1259,1313
2009-07-02,33633,31921,1487,1712
2009-07-03,32251,31839,330,412
2009-07-04,32095,31996,256,99
2009-07-05,32205,32165,209,40
2009-07-06,33507,32391,1342,1116
2009-07-07,33759,32410,1368,1349
2009-07-08,33718,32396,1308,1322
2009-07-09,33755,32150,1359,1605
2009-07-10,33558,32056,1408,1502
2009-07-11,32323,32155,267,168
2009-07-12,32391,32369,236,22
2009-07-13,33727,32449,1358,1278
2009-07-14,33829,32402,1380,1427
2009-07-15,33786,32467,1384,1319
2009-07-16,33672,32137,1205,1535
2009-07-17,33500,31972,1363,1528
2009-07-18,32181,31734,209,447
2009-07-19,31977,31960,243,17
2009-07-20,33262,32330,1302,932
2009-07-21,33767,32438,1437,1329
2009-07-22,33649,32193,1211,1456
2009-07-23,33500,31798,1307,1702
2009-07-24,33154,31516,1356,1638
2009-07-25,31797,31355,281,442
2009-07-26,31580,31539,225,41
2009-07-27,32940,31840,1401,1100
2009-07-28,33223,31684,1383,1539
2009-07-29,32905,31410,1221,1495
2009-07-30,32693,31099,1283,1594
2009-07-31,32336,30664,1237,1672
2009-08-01,30894,30591,230,303
2009-08-02,30810,30792,219,18
2009-08-03,32120,31246,1328,874
2009-08-04,32590,31208,1344,1382
2009-08-05,32502,31364,1294,1138
2009-08-06,32531,31100,1167,1431
2009-08-07,32282,31162,1182,1120
2009-08-08,31411,31235,249,176
2009-08-09,31413,31359,178,54
2009-08-10,32679,31804,1320,875
2009-08-11,33128,31678,1324,1450
2009-08-12,32935,31590,1257,1345
2009-08-13,32777,31259,1187,1518
2009-08-14,32522,30964,1263,1558
2009-08-15,31261,30993,297,268
2009-08-16,31190,31168,197,22
2009-08-17,32555,31451,1387,1104
2009-08-18,32851,31502,1400,1349
2009-08-19,32819,31378,1317,1441
2009-08-20,32648,31298,1270,1350
2009-08-21,32505,30933,1207,1572
2009-08-22,31197,30964,264,233
2009-08-23,31173,31144,209,29
2009-08-24,32485,31504,1341,981
2009-08-25,32982,31474,1478,1508
2009-08-26,32785,31250,1311,1535
2009-08-27,32536,31014,1286,1522
2009-08-28,32194,30628,1180,1566
2009-08-29,30950,30699,322,251
2009-08-30,31024,30998,325,26
2009-08-31,32351,31304,1353,1047
2009-09-01,32687,31262,1383,1425
2009-09-02,32626,31148,1364,1478
2009-09-03,32573,31057,1425,1516
2009-09-04,32410,30800,1353,1610
2009-09-05,31178,30907,378,271
2009-09-06,31267,31233,360,34
2009-09-07,31513,31291,280,222
2009-09-08,32789,31633,1498,1156
2009-09-09,32995,31628,1362,1367
2009-09-10,33066,31397,1438,1669
2009-09-11,32685,31106,1288,1579
2009-09-12,31335,31119,229,216
2009-09-13,31331,31304,212,27
2009-09-14,32797,31610,1493,1187
2009-09-15,33068,31743,1458,1325
2009-09-16,33127,31743,1384,1384
2009-09-17,32905,31463,1162,1442
2009-09-18,32648,31219,1185,1429
2009-09-19,31503,31321,284,182
2009-09-20,31526,31425,205,101
2009-09-21,32746,31739,1321,1007
2009-09-22,33020,31681,1281,1339
2009-09-23,32933,31755,1252,1178
2009-09-24,33046,31521,1291,1525
2009-09-25,32757,31168,1236,1589
2009-09-26,31389,31109,221,280
2009-09-27,31305,31286,196,19
2009-09-28,32566,31581,1280,985
2009-09-29,33011,31580,1430,1431
2009-09-30,32940,31440,1360,1500
2009-10-01,32715,31174,1275,1541
2009-10-02,32469,30865,1295,1604
2009-10-03,31183,30993,318,190
2009-10-04,31244,31230,251,14
2009-10-05,32535,31415,1305,1120
2009-10-06,32637,31239,1222,1398
2009-10-07,32504,31242,1265,1262
2009-10-08,32467,30835,1225,1632
2009-10-09,32229,30815,1394,1414
2009-10-10,31100,30916,285,184
2009-10-11,31137,31116,221,21
2009-10-12,31425,31171,309,254
2009-10-13,32708,31577,1537,1131
2009-10-14,32940,31496,1363,1444
2009-10-15,32659,31279,1163,1380
2009-10-16,32748,31413,1469,1335
2009-10-17,31706,31383,293,323
2009-10-18,31654,31566,271,88
2009-10-19,32866,31617,1300,1249
2009-10-20,32972,31663,1355,1309
2009-10-21,32928,31525,1265,1403
2009-10-22,32623,31062,1098,1561
2009-10-23,32263,30817,1201,1446
2009-10-24,31038,30900,221,138
2009-10-25,31142,31124,242,18
2009-10-26,32431,31342,1307,1089
2009-10-27,32672,31174,1330,1498
2009-10-28,32444,31133,1270,1311
2009-10-29,32379,30744,1246,1635
2009-10-30,31963,30622,1219,1341
2009-10-31,30860,30596,238,264
2009-11-01,30823,30811,227,12
2009-11-02,32029,31065,1218,964
2009-11-03,32283,30861,1218,1422
2009-11-04,32076,30791,1215,1285
2009-11-05,32057,30466,1266,1591
2009-11-06,31649,30218,1183,1431
2009-11-07,30502,30334,284,168
2009-11-08,30520,30502,186,18
2009-11-09,31744,30395,1242,1349
2009-11-10,31856,30318,1461,1538
2009-11-11,30685,30361,367,324
2009-11-12,31743,30104,1382,1639
2009-11-13,31336,29710,1232,1626
2009-11-14,29901,29725,191,176
2009-11-15,29926,29897,201,29
2009-11-16,31169,29962,1272,1207
2009-11-17,31275,29804,1313,1471
2009-11-18,31000,29596,1196,1404
2009-11-19,30882,29284,1286,1598
2009-11-20,30463,28963,1179,1500
2009-11-21,29243,29006,280,237
2009-11-22,29171,29154,165,17
2009-11-23,30531,29025,1377,1506
2009-11-24,30326,28975,1301,1351
2009-11-25,30285,28749,1310,1536
2009-11-26,28959,28865,210,94
2009-11-27,29714,28822,849,892
2009-11-28,28992,28828,170,164
2009-11-29,29006,28979,178,27
2009-11-30,30247,29243,1268,1004
2009-12-01,30398,29048,1155,1350
2009-12-02,30236,28820,1188,1416
2009-12-03,29989,28528,1169,1461
2009-12-04,29749,28279,1221,1470
2009-12-05,28503,28262,224,241
2009-12-06,28409,28396,147,13
2009-12-07,29652,28703,1256,949
2009-12-08,30003,28742,1300,1261
2009-12-09,30012,28718,1270,1294
2009-12-10,29820,28479,1102,1341
2009-12-11,29711,28294,1232,1417
2009-12-12,28546,28382,252,164
2009-12-13,28514,28500,132,14
2009-12-14,29822,28873,1322,949
2009-12-15,30100,28519,1227,1581
2009-12-16,29691,28294,1172,1397
2009-12-17,29398,28051,1104,1347
2009-12-18,29196,27595,1145,1601
2009-12-19,27830,27681,235,149
2009-12-20,27861,27826,180,35
2009-12-21,29067,27868,1241,1199
2009-12-22,29114,27815,1246,1299
2009-12-23,28986,27680,1171,1306
2009-12-24,28355,27745,675,610
2009-12-25,27912,27855,167,57
2009-12-26,28017,27971,162,46
2009-12-27,28074,28016,103,58
2009-12-28,29235,28163,1219,1072
2009-12-29,29188,28066,1025,1122
2009-12-30,29052,28004,986,1048
2009-12-31,28897,28040,893,857
2010-01-01,28196,28168,156,28
2010-01-02,28323,28315,155,8
2010-01-03,28451,28397,136,54
2010-01-04,29525,28796,1128,729
2010-01-05,30020,28747,1224,1273
2010-01-06,29978,28776,1231,1202
2010-01-07,29905,28584,1129,1321
2010-01-08,29607,28074,1023,1533
2010-01-09,28298,28158,224,140
2010-01-10,28314,28266,156,48
2010-01-11,29446,28495,1180,951
2010-01-12,29718,28444,1223,1274
2010-01-13,29586,28270,1142,1316
2010-01-14,29316,27979,1046,1337
2010-01-15,29135,27731,1156,1404
2010-01-16,27930,27785,199,145
2010-01-17,27931,27869,146,62
2010-01-18,28055,27976,186,79
2010-01-19,29309,28307,1333,1002
2010-01-20,29645,28461,1338,1184
2010-01-21,29694,28341,1233,1353
2010-01-22,29575,28304,1234,1271
2010-01-23,28557,28339,253,218
2010-01-24,28517,28458,178,59
2010-01-25,29746,28612,1288,1134
2010-01-26,29972,28546,1360,1426
2010-01-27,29854,28574,1308,1280
2010-01-28,29822,28318,1248,1504
2010-01-29,29427,28004,1109,1423
2010-01-30,28209,27960,205,249
2010-01-31,28134,28084,174,50
2010-02-01,29401,28408,1317,993
2010-02-02,29672,28537,1264,1135
2010-02-03,29754,28359,1217,1395
2010-02-04,29560,28224,1201,1336
2010-02-05,29362,27771,1138,1591
2010-02-06,28026,27919,255,107
2010-02-07,28076,28039,157,37
2010-02-08,29206,28243,1167,963
2010-02-09,29579,28290,1336,1289
2010-02-10,29361,28172,1071,1189
2010-02-11,29272,27964,1100,1308
2010-02-12,29195,28004,1231,1191
2010-02-13,28245,28005,241,240
2010-02-14,28207,28145,202,62
2010-02-15,28373,28028,228,345
2010-02-16,29471,28313,1443,1158
2010-02-17,29729,28437,1416,1292
2010-02-18,29667,28319,1230,1348
2010-02-19,29475,28155,1156,1320
2010-02-20,28491,28294,336,197
2010-02-21,28504,28397,210,107
2010-02-22,29741,28517,1344,1224
2010-02-23,29968,28680,1451,1288
2010-02-24,29952,28649,1272,1303
2010-02-25,29880,28389,1231,1491
2010-02-26,29592,28380,1203,1212
2010-02-27,28618,28438,238,180
2010-02-28,28644,28612,206,32
2010-03-01,29977,28921,1365,1056
2010-03-02,30336,28989,1415,1347
2010-03-03,30410,29098,1421,1312
2010-03-04,30373,28928,1275,1445
2010-03-05,30294,29005,1366,1289
2010-03-06,29300,29088,295,212
2010-03-07,29284,29258,196,26
2010-03-08,30674,29436,1416,1238
2010-03-09,30911,29434,1475,1477
2010-03-10,30755,29362,1321,1393
2010-03-11,30704,29154,1342,1550
2010-03-12,30525,29079,1371,1446
2010-03-13,29429,29183,350,246
2010-03-14,29346,29282,163,64
2010-03-15,30677,29787,1395,890
2010-03-16,31158,29951,1371,1207
2010-03-17,31496,30068,1545,1428
2010-03-18,31349,29886,1281,1463
2010-03-19,31234,29913,1348,1321
2010-03-20,30184,30027,271,157
2010-03-21,30282,30229,255,53
2010-03-22,31595,30603,1366,992
2010-03-23,31971,30614,1368,1357
2010-03-24,32104,30654,1490,1450
2010-03-25,32007,30610,1353,1397
2010-03-26,32023,30263,1413,1760
2010-03-27,30607,30416,344,191
2010-03-28,30645,30585,229,60
2010-03-29,31945,30805,1360,1140
2010-03-30,32266,31126,1461,1140
2010-03-31,32493,31446,1367,1047
2010-04-01,32736,31554,1290,1182
2010-04-02,32874,31719,1320,1155
2010-04-03,31971,31817,252,154
2010-04-04,32006,31966,189,40
2010-04-05,33296,32354,1330,942
2010-04-06,33729,32243,1375,1486
2010-04-07,33643,32226,1400,1417
2010-04-08,33644,32015,1418,1629
2010-04-09,33318,31551,1303,1767
2010-04-10,31874,31647,323,227
2010-04-11,31882,31833,235,49
2010-04-12,33200,31998,1367,1202
2010-04-13,33538,32114,1540,1424
2010-04-14,33544,32080,1430,1464
2010-04-15,33495,31698,1415,1797
2010-04-16,32971,31364,1273,1607
2010-04-17,31624,31517,260,107
2010-04-18,31760,31747,243,13
2010-04-19,33083,32008,1336,1075
2010-04-20,33377,32006,1369,1371
2010-04-21,33387,31851,1381,1536
2010-04-22,33117,31510,1266,1607
2010-04-23,32767,31090,1257,1677
2010-04-24,31370,31061,280,309
2010-04-25,31254,31209,193,45
2010-04-26,32624,31613,1415,1011
2010-04-27,33193,31727,1580,1466
2010-04-28,33290,31741,1563,1549
2010-04-29,33236,31459,1495,1777
2010-04-30,33066,31484,1607,1582
2010-05-01,31992,31749,508,243
2010-05-02,32011,31969,262,42
2010-05-03,33381,32417,1412,964
2010-05-04,33849,32250,1432,1599
2010-05-05,33770,32361,1520,1409
2010-05-06,33710,32074,1349,1636
2010-05-07,33505,31758,1431,1747
2010-05-08,32128,31858,370,270
2010-05-09,32211,32185,353,26
2010-05-10,33626,32389,1441,1237
2010-05-11,33910,32446,1521,1464
2010-05-12,34084,32614,1638,1470
2010-05-13,34093,32475,1479,1618
2010-05-14,33961,32299,1486,1662
2010-05-15,32629,32352,330,277
2010-05-16,32581,32556,229,25
2010-05-17,33955,32814,1399,1141
2010-05-18,34299,33142,1485,1157
2010-05-19,34708,33110,1566,1598
2010-05-20,34445,32887,1335,1558
2010-05-21,34202,32631,1315,1571
2010-05-22,32938,32737,307,201
2010-05-23,33005,32972,268,33
2010-05-24,34502,33421,1530,1081
2010-05-25,35018,33496,1597,1522
2010-05-26,34970,33353,1474,1617
2010-05-27,34727,33100,1374,1627
2010-05-28,34388,32817,1288,1571
2010-05-29,33146,32957,329,189
2010-05-30,33180,33148,223,32
2010-05-31,33404,33367,256,37
2010-06-01,35014,33707,1647,1307
2010-06-02,35294,34006,1587,1288
2010-06-03,35665,34194,1659,1471
2010-06-04,35600,33954,1406,1646
2010-06-05,34204,33904,250,300
2010-06-06,34134,34120,230,14
2010-06-07,35503,34457,1383,1046
2010-06-08,36084,34492,1627,1592
2010-06-09,36060,34651,1568,1409
2010-06-10,36177,34209,1526,1968
2010-06-11,35612,34026,1403,1586
2010-06-12,34316,33996,290,320
2010-06-13,34166,34099,170,67
2010-06-14,35524,34140,1425,1384
2010-06-15,35685,34128,1545,1557
2010-06-16,35718,34256,1590,1462
2010-06-17,35556,33829,1300,1727
2010-06-18,35375,33793,1546,1582
2010-06-19,34066,33788,273,278
2010-06-20,33967,33945,179,22
2010-06-21,35266,34082,1321,1184
2010-06-22,35556,33899,1474,1657
2010-06-23,35438,33819,1539,1619
2010-06-24,35117,33449,1298,1668
2010-06-25,34760,33147,1311,1613
2010-06-26,33450,33081,303,369
2010-06-27,33357,33323,276,34
2010-06-28,34754,33411,1431,1343
2010-06-29,34720,33168,1309,1552
2010-06-30,34466,32766,1298,1700
2010-07-01,33990,32543,1224,1447
2010-07-02,34037,32429,1494,1608
2010-07-03,32817,32662,388,155
2010-07-04,32891,32869,229,22
2010-07-05,33133,33026,264,107
2010-07-06,34488,33187,1462,1301
2010-07-07,34765,33308,1578,1457
2010-07-08,34569,33035,1261,1534
2010-07-09,34501,32821,1466,1680
2010-07-10,33057,32882,236,175
2010-07-11,33040,33020,158,20
2010-07-12,34417,33059,1397,1358
2010-07-13,34463,33090,1404,1373
2010-07-14,34439,32798,1349,1641
2010-07-15,34071,32352,1273,1719
2010-07-16,33701,32102,1349,1599
2010-07-17,32363,32100,261,263
2010-07-18,32230,32148,130,82
2010-07-19,33518,32315,1370,1203
2010-07-20,33705,32452,1390,1253
2010-07-21,33699,32462,1247,1237
2010-07-22,33748,32457,1286,1291
2010-07-23,33697,32327,1240,1370
2010-07-24,32657,32537,330,120
2010-07-25,32766,32730,229,36
2010-07-26,34145,32787,1415,1358
2010-07-27,34200,32817,1413,1383
2010-07-28,34288,32757,1471,1531
2010-07-29,34073,32489,1316,1584
2010-07-30,33800,32199,1311,1601
2010-07-31,32500,32339,301,161
2010-08-01,32516,32501,177,15
2010-08-02,33857,32901,1356,956
2010-08-03,34168,32677,1267,1491
2010-08-04,34046,32556,1369,1490
2010-08-05,33846,32604,1290,1242
2010-08-06,33895,32384,1291,1511
2010-08-07,32657,32487,273,170
2010-08-08,32694,32681,207,13
2010-08-09,34163,32848,1482,1315
2010-08-10,34214,32804,1366,1410
2010-08-11,34258,32703,1454,1555
2010-08-12,33973,32516,1270,1457
2010-08-13,33813,32198,1297,1615
2010-08-14,32507,32335,309,172
2010-08-15,32540,32476,205,64
2010-08-16,33871,32706,1395,1165
2010-08-17,34168,32811,1462,1357
2010-08-18,34282,32794,1471,1488
2010-08-19,34129,32610,1335,1519
2010-08-20,34115,32545,1505,1570
2010-08-21,32788,32613,243,175
2010-08-22,32859,32835,246,24
2010-08-23,34214,33118,1379,1096
2010-08-24,34680,33305,1562,1375
2010-08-25,34793,33212,1488,1581
2010-08-26,34615,33165,1403,1450
2010-08-27,34544,32937,1379,1607
2010-08-28,33249,32994,312,255
2010-08-29,33223,33200,229,23
2010-08-30,34629,33427,1429,1202
2010-08-31,34958,33598,1531,1360
2010-09-01,35150,33584,1552,1566
2010-09-02,35074,33641,1490,1433
2010-09-03,35013,33544,1372,1469
2010-09-04,33821,33480,277,341
2010-09-05,33688,33654,208,34
2010-09-06,33926,33638,272,288
2010-09-07,35207,33808,1569,1399
2010-09-08,35302,33818,1494,1484
2010-09-09,35196,33625,1378,1571
2010-09-10,35165,33622,1540,1543
2010-09-11,33963,33788,341,175
2010-09-12,34052,33997,264,55
2010-09-13,35400,34271,1403,1129
2010-09-14,35822,34441,1551,1381
2010-09-15,35912,34751,1471,1161
2010-09-16,36101,34540,1350,1561
2010-09-17,36067,34445,1527,1622
2010-09-18,34759,34417,314,342
2010-09-19,34624,34596,207,28
2010-09-20,35999,34653,1403,1346
2010-09-21,36092,34583,1439,1509
2010-09-22,36087,34563,1504,1524
2010-09-23,36003,34237,1440,1766
2010-09-24,35619,34055,1382,1564
2010-09-25,34307,33688,252,619
2010-09-26,33850,33808,162,42
2010-09-27,35213,33954,1405,1259
2010-09-28,35404,33806,1450,1598
2010-09-29,34990,33385,1184,1605
2010-09-30,34700,32908,1315,1792
2010-10-01,34339,32819,1431,1520
2010-10-02,33067,32901,248,166
2010-10-03,33121,33091,220,30
2010-10-04,34379,33266,1288,1113
2010-10-05,34620,33329,1354,1291
2010-10-06,34763,33435,1434,1328
2010-10-07,34731,33079,1296,1652
2010-10-08,34415,32867,1336,1548
2010-10-09,33124,32916,257,208
2010-10-10,33114,33085,198,29
2010-10-11,33331,33267,246,64
2010-10-12,34905,33485,1638,1420
2010-10-13,34988,33492,1503,1496
2010-10-14,34857,33390,1365,1467
2010-10-15,34777,33248,1387,1529
2010-10-16,33526,33355,278,171
2010-10-17,33512,33464,157,48
2010-10-18,34816,33901,1352,915
2010-10-19,35314,33752,1413,1562
2010-10-20,35074,33655,1322,1419
2010-10-21,34958,33367,1303,1591
2010-10-22,34623,33113,1256,1510
2010-10-23,33367,33100,254,267
2010-10-24,33269,33212,169,57
2010-10-25,34607,33593,1395,1014
2010-10-26,34893,33442,1300,1451
2010-10-27,34828,33359,1386,1469
2010-10-28,34633,33226,1274,1407
2010-10-29,34501,32879,1275,1622
2010-10-30,33123,32951,244,172
2010-10-31,33100,33070,149,30
2010-11-01,34408,33539,1338,869
