date,daily_pop,midnight_pop,book_in,book_out
2021-12-17,22355,20908,1255,1447
2021-12-18,21506,20714,598,792
2021-12-19,21304,20895,590,409
2021-12-20,21827,20805,932,1022
2021-12-21,22013,20537,1208,1476
2021-12-22,21619,20235,1082,1384
2021-12-23,21509,20217,1274,1292
2021-12-24,21116,20580,899,536
2021-12-25,21123,20942,543,181
2021-12-26,21751,21478,809,273
2021-12-27,22604,22029,1126,575
2021-12-28,22940,22162,911,778
2021-12-29,23261,22116,1099,1145
2021-12-30,22996,21909,880,1087
2021-12-31,22687,22141,778,546
2022-01-01,22566,22334,425,232
2022-01-02,22851,22544,517,307
2022-01-03,23118,22675,574,443
2022-01-04,23592,22607,917,985
2022-01-05,23744,22513,1137,1231
2022-01-06,23237,22120,724,1117
2022-01-07,22729,21708,609,1021
2022-01-08,22146,21621,438,525
2022-01-09,22091,21793,470,298
2022-01-10,22603,21900,810,703
2022-01-11,22783,21736,883,1047
2022-01-12,22366,21063,630,1303
2022-01-13,21807,20505,744,1302
2022-01-14,21558,20326,1053,1232
2022-01-15,21200,20487,874,713
2022-01-16,21088,20628,601,460
2022-01-17,21400,20924,772,476
2022-01-18,21659,20733,735,926
2022-01-19,21925,20836,1192,1089
2022-01-20,22216,21083,1380,1133
2022-01-21,22161,20845,1078,1316
2022-01-22,21858,21112,1013,746
2022-01-23,21868,21372,756,496
2022-01-24,22437,21539,1065,898
2022-01-25,22702,21463,1163,1239
2022-01-26,22826,21446,1363,1380
2022-01-27,22553,21045,1107,1508
2022-01-28,22504,21294,1459,1210
2022-01-29,21945,21241,651,704
2022-01-30,21732,21341,491,391
2022-01-31,22333,21553,992,780
2022-02-01,22395,21171,842,1224
2022-02-02,22440,21132,1269,1308
2022-02-03,22279,21463,1147,816
2022-02-04,22191,21132,728,1059
2022-02-05,21903,21025,771,878
2022-02-06,21703,20994,678,709
2022-02-07,22262,21292,1268,970
2022-02-08,22261,20961,969,1300
2022-02-09,22144,20849,1183,1295
2022-02-10,22194,20626,1345,1568
2022-02-11,21427,20001,801,1426
2022-02-12,20525,19813,524,712
2022-02-13,20440,20037,627,403
2022-02-14,20846,20146,809,700
2022-02-15,21028,19617,882,1411
2022-02-16,20710,19254,1093,1456
2022-02-17,20119,18637,865,1482
2022-02-18,19701,18263,1064,1438
2022-02-19,18884,18152,621,732
2022-02-20,18833,18510,681,323
2022-02-21,19225,18765,715,460
2022-02-22,19977,18926,1212,1051
2022-02-23,19818,18411,892,1407
2022-02-24,19322,18077,911,1245
2022-02-25,19039,17699,962,1340
2022-02-26,18761,18021,1062,740
2022-02-27,18606,18270,585,336
2022-02-28,19476,18398,1206,1078
2022-03-01,19615,18355,1217,1260
2022-03-02,19727,18304,1372,1423
2022-03-03,19876,18443,1572,1433
2022-03-04,19450,17841,1007,1609
2022-03-05,18584,17855,743,729
2022-03-06,18736,18484,881,252
2022-03-07,19771,19013,1287,758
2022-03-08,20648,19550,1635,1098
2022-03-09,20703,19638,1153,1065
2022-03-10,21067,19992,1429,1075
2022-03-11,21146,19893,1154,1253
2022-03-12,20565,20096,672,469
2022-03-13,20467,20276,371,191
2022-03-14,21149,20495,873,654
2022-03-15,21353,20386,858,967
2022-03-16,21337,20201,951,1136
2022-03-17,21352,20148,1151,1204
2022-03-18,21274,19933,1126,1341
2022-03-19,20526,20020,593,506
2022-03-20,20593,20409,573,184
2022-03-21,21656,21007,1247,649
2022-03-22,21956,20858,949,1098
2022-03-23,21928,20491,1070,1437
2022-03-24,21683,20426,1192,1257
2022-03-25,21731,20367,1305,1364
2022-03-26,21205,20659,838,546
2022-03-27,21213,20870,554,343
2022-03-28,21657,20707,787,950
2022-03-29,21211,19991,504,1220
2022-03-30,21183,19922,1192,1261
2022-03-31,20880,19597,958,1283
2022-04-01,20705,19527,1108,1178
2022-04-02,20202,19712,675,490
2022-04-03,20239,19960,527,279
2022-04-04,20991,20119,1031,872
2022-04-05,20958,19760,839,1198
2022-04-06,20508,19160,748,1348
2022-04-07,20223,19179,1063,1044
2022-04-08,19941,18628,762,1313
2022-04-09,19235,18764,607,471
2022-04-10,19159,18992,395,167
2022-04-11,19980,19276,988,704
2022-04-12,20050,18850,774,1200
2022-04-13,19692,18605,842,1087
2022-04-14,19676,18711,1071,965
2022-04-15,19415,18433,704,982
2022-04-16,18994,18637,561,357
2022-04-17,19297,19167,660,130
2022-04-18,20034,19376,867,658
2022-04-19,20263,19213,887,1050
2022-04-20,20114,19053,901,1061
2022-04-21,20136,19251,1083,885
2022-04-22,20052,19136,801,916
2022-04-23,19985,19673,849,312
2022-04-24,20016,19953,343,63
2022-04-25,20963,20441,1010,522
2022-04-26,21519,20541,1078,978
2022-04-27,21737,20785,1196,952
2022-04-28,21974,21025,1189,949
2022-04-29,22148,21287,1123,861
2022-04-30,22000,21662,713,338
2022-05-01,22076,21915,414,161
2022-05-02,22774,22116,859,658
2022-05-03,23006,22222,890,784
2022-05-04,23197,22220,975,977
2022-05-05,23244,22375,1024,869
2022-05-06,23148,22070,773,1078
2022-05-07,22805,22462,735,343
2022-05-08,22811,22642,349,169
2022-05-09,23502,23040,860,462
2022-05-10,23651,22867,611,784
2022-05-11,24017,22994,1150,1023
2022-05-12,24412,23454,1418,958
2022-05-13,24439,23384,985,1055
2022-05-14,24237,23851,853,386
2022-05-15,24406,24153,555,253
2022-05-16,24906,24152,753,754
2022-05-17,24975,24100,823,875
2022-05-18,25115,24044,1015,1071
2022-05-19,25077,24044,1033,1033
2022-05-20,24827,23670,783,1157
2022-05-21,24312,23879,642,433
2022-05-22,24711,24504,832,207
2022-05-23,25375,24693,871,682
2022-05-24,25565,24595,872,970
2022-05-25,25779,24411,1184,1368
2022-05-26,25480,24344,1069,1136
2022-05-27,25092,24094,748,998
2022-05-28,25027,24546,933,481
2022-05-29,25146,24982,600,164
2022-05-30,25683,25470,701,213
2022-05-31,26400,25651,930,749
2022-06-01,26560,25352,909,1208
2022-06-02,26392,25142,1040,1250
2022-06-03,25937,24710,795,1227
2022-06-04,25254,24687,544,567
2022-06-05,25204,25035,517,169
2022-06-06,25824,25269,789,555
2022-06-07,26038,24944,769,1094
2022-06-08,25786,24610,842,1176
2022-06-09,25536,24492,926,1044
2022-06-10,25175,24068,683,1107
2022-06-11,24501,24022,433,479
2022-06-12,24495,24419,473,76
2022-06-13,25249,24456,830,793
2022-06-14,25105,24100,649,1005
2022-06-15,24953,23915,853,1038
2022-06-16,24672,23635,757,1037
2022-06-17,24376,23396,741,980
2022-06-18,24028,23577,632,451
2022-06-19,23824,23730,247,94
2022-06-20,24204,23829,474,375
2022-06-21,24780,24063,951,717
2022-06-22,24804,23752,741,1052
2022-06-23,24623,23606,871,1017
2022-06-24,24275,23368,669,907
2022-06-25,23894,23573,526,321
2022-06-26,24005,23951,432,54
2022-06-27,24805,24121,854,684
2022-06-28,24807,23770,686,1037
2022-06-29,24749,23705,979,1044
2022-06-30,24611,23395,906,1216
2022-07-01,24196,23218,801,978
2022-07-02,23666,23289,448,377
2022-07-03,23632,23572,343,60
2022-07-04,24204,24063,632,141
2022-07-05,24640,23960,577,680
2022-07-06,24570,23487,610,1083
2022-07-07,24287,23266,800,1021
2022-07-08,23906,22982,640,924
2022-07-09,23603,23230,621,373
2022-07-10,23607,23495,377,112
2022-07-11,24401,23785,906,616
2022-07-12,24451,23577,666,874
2022-07-13,24186,23035,609,1151
2022-07-14,24057,23074,1022,983
2022-07-15,23716,22679,642,1037
2022-07-16,23207,22885,528,322
2022-07-17,23446,23355,561,91
2022-07-18,24220,23584,865,636
2022-07-19,24488,23600,904,888
2022-07-20,24476,23567,876,909
2022-07-21,24784,23699,1217,1085
2022-07-22,24484,23361,785,1123
2022-07-23,24036,23710,675,326
2022-07-24,24293,24027,583,266
2022-07-25,24950,24396,923,554
2022-07-26,25141,24242,745,899
2022-07-27,25008,23826,766,1182
2022-07-28,24642,23691,816,951
2022-07-29,24498,23426,807,1072
2022-07-30,23967,23456,541,511
2022-07-31,23828,23655,372,173
2022-08-01,24529,24093,874,436
2022-08-02,24979,24024,886,955
2022-08-03,24724,23798,700,926
2022-08-04,24553,23711,755,842
2022-08-05,24316,23290,605,1026
2022-08-06,23894,23565,604,329
2022-08-07,24042,23914,477,128
2022-08-08,24833,24287,919,546
2022-08-09,25213,24354,926,859
2022-08-10,25363,24352,1009,1011
2022-08-11,25389,24323,1037,1066
2022-08-12,25013,24191,690,822
2022-08-13,24779,24476,588,303
2022-08-14,25104,25046,628,58
2022-08-15,26074,25422,1028,652
2022-08-16,26394,25593,972,801
2022-08-17,26592,25547,999,1045
2022-08-18,26464,25341,917,1123
2022-08-19,26119,25124,778,995
2022-08-20,25678,25297,554,381
2022-08-21,25826,25703,529,123
2022-08-22,26557,25860,854,697
2022-08-23,26707,25883,847,824
2022-08-24,26963,25911,1080,1052
2022-08-25,26845,25683,934,1162
2022-08-26,26469,25493,786,976
2022-08-27,26116,25729,623,387
2022-08-28,26208,26090,479,118
2022-08-29,27028,26333,938,695
2022-08-30,27241,26336,908,905
2022-08-31,27263,26173,927,1090
2022-09-01,27296,26285,1123,1011
2022-09-02,27157,25969,872,1188
2022-09-03,26611,26256,642,355
2022-09-04,26628,26553,372,75
2022-09-05,27038,26852,485,186
2022-09-06,27470,26619,618,851
2022-09-07,27469,26429,850,1040
2022-09-08,27326,26124,897,1202
2022-09-09,26722,25702,598,1020
2022-09-10,26160,25811,458,349
2022-09-11,26102,26024,291,78
2022-09-12,26631,26067,607,564
2022-09-13,26721,25696,654,1025
2022-09-14,26456,25451,760,1005
2022-09-15,26143,25187,692,956
2022-09-16,25765,24826,578,939
2022-09-17,25327,25006,501,321
2022-09-18,25285,25106,279,179
2022-09-19,26058,25508,952,550
2022-09-20,26204,25374,696,830
2022-09-21,26315,25290,941,1025
2022-09-22,26174,25189,884,985
2022-09-23,25863,24905,674,958
2022-09-24,25404,25156,499,248
2022-09-25,25443,25387,287,56
2022-09-26,26202,25503,815,699
2022-09-27,26262,25550,759,712
2022-09-28,26562,25742,1012,820
2022-09-29,26740,25789,998,951
2022-09-30,26448,25578,659,870
2022-10-01,25958,25678,380,280
2022-10-02,26104,26070,426,34
2022-10-03,26984,26469,914,515
2022-10-04,27283,26520,814,763
2022-10-05,27531,26740,1011,791
2022-10-06,27770,27035,1030,735
2022-10-07,27845,27179,810,666
2022-10-08,27875,27639,696,236
2022-10-09,28231,28098,592,133
2022-10-10,28623,28481,525,142
2022-10-11,29326,28552,845,774
2022-10-12,29084,28256,532,828
2022-10-13,29307,28181,1051,1126
2022-10-14,28954,28043,773,911
2022-10-15,28725,28423,682,302
2022-10-16,28802,28697,379,105
2022-10-17,29477,29130,780,347
2022-10-18,29961,29292,831,669
2022-10-19,30103,29334,811,769
2022-10-20,30304,29406,970,898
2022-10-21,30230,29333,824,897
2022-10-22,29998,29740,665,258
2022-10-23,30084,30015,344,69
2022-10-24,30484,29968,469,516
2022-10-25,31005,30218,1037,787
2022-10-26,31097,30187,879,910
2022-10-27,30882,30016,695,866
2022-10-28,30863,29931,847,932
2022-10-29,30661,30448,730,213
2022-10-30,30752,30721,304,31
2022-10-31,31434,30652,713,782
2022-11-01,31426,30663,774,763
2022-11-02,31367,30445,704,922
2022-11-03,31176,30200,731,976
2022-11-04,30797,29847,597,950
2022-11-05,30440,29972,593,468
2022-11-06,30367,30138,395,229
2022-11-07,30779,30127,641,652
2022-11-08,30875,30254,748,621
2022-11-09,31114,30110,860,1004
2022-11-10,31268,30108,1158,1160
2022-11-11,30693,30040,585,653
2022-11-12,30497,30298,457,199
2022-11-13,30642,30561,344,81
2022-11-14,31243,30706,682,537
2022-11-15,31673,30700,967,973
2022-11-16,31419,30357,719,1062
2022-11-17,31246,30228,889,1018
2022-11-18,30910,29855,682,1055
2022-11-19,30481,30114,626,367
2022-11-20,30434,30338,320,96
2022-11-21,30997,30451,659,546
2022-11-22,31107,30283,656,824
2022-11-23,31099,29809,816,1290
2022-11-24,30067,29734,258,333
2022-11-25,30250,29601,516,649
2022-11-26,29805,29523,204,282
2022-11-27,29818,29726,295,92
2022-11-28,30341,29465,615,876
2022-11-29,30197,29506,732,691
2022-11-30,30357,29386,851,971
2022-12-01,30190,29282,804,908
2022-12-02,30051,29010,769,1041
2022-12-03,29527,29057,517,470
2022-12-04,29461,29399,404,62
2022-12-05,30128,29328,729,800
2022-12-06,29966,28949,638,1017
2022-12-07,29611,28378,662,1233
2022-12-08,29187,28147,809,1040
2022-12-09,28711,27459,564,1252
2022-12-10,28021,27396,562,625
2022-12-11,27749,27393,353,356
2022-12-12,27919,27056,526,863
2022-12-13,27777,26479,721,1298
2022-12-14,27214,25819,735,1395
2022-12-15,26317,24643,498,1674
2022-12-16,25257,23403,614,1854
2022-12-17,23722,22909,319,813
2022-12-18,23037,22629,128,408
2022-12-19,23064,22032,435,1032
2022-12-20,22647,21433,615,1214
2022-12-21,22011,20787,578,1224
2022-12-22,21490,20559,703,931
2022-12-23,21243,20324,684,919
2022-12-24,20797,20457,473,340
2022-12-25,20838,20818,381,20
2022-12-26,21319,21102,501,217
2022-12-27,21689,21055,587,634
2022-12-28,21687,20827,632,860
2022-12-29,21510,20662,683,848
2022-12-30,21163,20277,501,886
2022-12-31,20736,20444,459,292
2023-01-01,20758,20721,314,37
2023-01-02,21026,20921,305,105
2023-01-03,21438,20746,517,692
2023-01-04,21386,20482,640,904
2023-01-05,21255,20243,773,1012
2023-01-06,20943,19719,700,1224
2023-01-07,20242,19883,523,359
2023-01-08,20306,20270,423,36
2023-01-09,21250,20742,980,508
2023-01-10,21644,20884,902,760
2023-01-11,21626,20850,742,776
2023-01-12,21694,20592,844,1102
2023-01-13,21373,20490,781,883
2023-01-14,21132,20847,642,285
2023-01-15,21518,21452,671,66
2023-01-16,21954,21831,502,123
2023-01-17,22611,21946,780,665
2023-01-18,22768,22035,822,733
2023-01-19,23014,22184,979,830
2023-01-20,22990,22163,806,827
2023-01-21,22804,22488,641,316
2023-01-22,22845,22792,357,53
2023-01-23,23876,23462,1084,414
2023-01-24,24348,23748,886,600
2023-01-25,24557,23699,809,858
2023-01-26,24567,23812,868,755
2023-01-27,24649,23722,837,927
2023-01-28,24349,24105,627,244
2023-01-29,24512,24474,407,38
2023-01-30,25356,24996,882,360
2023-01-31,25922,25181,926,741
2023-02-01,25956,25264,775,692
2023-02-02,26202,25267,938,935
2023-02-03,26079,25141,812,938
2023-02-04,25756,25472,615,284
2023-02-05,25796,25740,324,56
2023-02-06,26812,26220,1072,592
2023-02-07,27138,26183,918,955
2023-02-08,27067,26211,884,856
2023-02-09,27209,26308,998,901
2023-02-10,27185,26226,877,959
2023-02-11,26640,26331,414,309
2023-02-12,26707,26655,376,52
2023-02-13,27289,26566,634,723
2023-02-14,27190,26540,624,650
2023-02-15,27343,26586,803,757
2023-02-16,27465,26609,879,856
2023-02-17,27519,26538,910,981
2023-02-18,27034,26751,496,283
2023-02-19,27149,27068,398,81
2023-02-20,27569,27391,501,178
2023-02-21,27919,27170,528,749
2023-02-22,27891,27069,721,822
2023-02-23,27953,27027,884,926
2023-02-24,27752,26822,725,930
2023-02-25,27567,27165,745,402
2023-02-26,27486,27423,321,63
2023-02-27,28180,27495,757,685
2023-02-28,28268,27602,773,666
2023-03-01,28409,27594,807,815
2023-03-02,28353,27446,759,907
2023-03-03,28169,26973,723,1196
2023-03-04,27622,27285,649,337
2023-03-05,27716,27642,431,74
2023-03-06,28552,27983,910,569
2023-03-07,28873,27994,890,879
2023-03-08,28649,27757,655,892
2023-03-09,28498,27757,741,741
2023-03-10,28735,27684,978,1051
2023-03-11,28209,27713,525,496
2023-03-12,28139,28010,426,129
2023-03-13,28810,28255,800,555
2023-03-14,28935,28054,680,881
2023-03-15,28863,27730,809,1133
2023-03-16,28544,27616,814,928
2023-03-17,28558,27859,942,699
2023-03-18,28379,28022,520,357
2023-03-19,28351,28279,329,72
2023-03-20,29090,28398,811,692
2023-03-21,29074,28034,676,1040
2023-03-22,28859,27445,825,1414
2023-03-23,28325,27086,880,1239
2023-03-24,27840,26909,754,931
2023-03-25,27380,26897,471,483
2023-03-26,27215,27126,318,89
2023-03-27,27750,26972,624,778
2023-03-28,27770,26628,798,1142
2023-03-29,27326,26199,698,1127
2023-03-30,27388,26451,1189,937
2023-03-31,27216,25933,765,1283
2023-04-01,26328,26015,395,313
2023-04-02,26434,26299,419,135
2023-04-03,26980,26087,681,893
2023-04-04,26782,25691,695,1091
2023-04-05,26353,25461,662,892
2023-04-06,26355,25598,894,757
2023-04-07,26275,25449,677,826
2023-04-08,25946,25684,497,262
2023-04-09,26120,26016,436,104
2023-04-10,26801,26108,785,693
2023-04-11,26796,25924,688,872
2023-04-12,26705,25759,781,946
2023-04-13,26624,25420,865,1204
2023-04-14,26203,24993,783,1210
2023-04-15,25667,25270,674,397
2023-04-16,25600,25475,330,125
2023-04-17,26062,25407,587,655
2023-04-18,26135,25059,728,1076
2023-04-19,25756,24786,697,970
2023-04-20,25693,24943,907,750
2023-04-21,25545,24730,602,815
2023-04-22,25301,24843,571,458
2023-04-23,25057,24911,214,146
2023-04-24,25513,24631,602,882
2023-04-25,25651,24479,1020,1172
2023-04-26,25226,24053,747,1173
2023-04-27,24816,23644,763,1172
2023-04-28,24338,23122,694,1216
2023-04-29,23489,23032,367,457
2023-04-30,23206,23066,174,140
2023-05-01,23644,22937,578,707
2023-05-02,23482,22454,545,1028
2023-05-03,23041,21917,587,1124
2023-05-04,22682,21640,765,1042
2023-05-05,22251,21112,611,1139
2023-05-06,21678,21263,566,415
2023-05-07,21713,21565,450,148
2023-05-08,22395,21664,830,731
2023-05-09,22538,21754,874,784
2023-05-10,22730,21716,976,1014
2023-05-11,22822,21931,1106,891
2023-05-12,23011,21948,1080,1063
2023-05-13,22936,22451,988,485
2023-05-14,23163,23096,712,67
2023-05-15,24449,23658,1353,791
2023-05-16,25047,24426,1389,621
2023-05-17,25984,25177,1558,807
2023-05-18,26953,26015,1776,938
2023-05-19,27502,26492,1487,1010
2023-05-20,27755,27377,1263,378
2023-05-21,28402,28241,1025,161
2023-05-22,29408,28612,1167,796
2023-05-23,30124,29124,1512,1000
2023-05-24,30503,29261,1379,1242
2023-05-25,30797,29679,1536,1118
2023-05-26,30986,29636,1307,1350
2023-05-27,30318,30007,682,311
2023-05-28,30246,30118,239,128
2023-05-29,30588,30202,470,386
2023-05-30,30817,29949,615,868
2023-05-31,31016,29991,1067,1025
2023-06-01,31097,29820,1106,1277
2023-06-02,30881,29714,1061,1167
2023-06-03,30150,29862,436,288
2023-06-04,30235,30099,373,136
2023-06-05,30811,30275,712,536
2023-06-06,31042,30117,767,925
2023-06-07,31055,30034,938,1021
2023-06-08,30717,29350,683,1367
2023-06-09,30312,29281,962,1031
2023-06-10,30104,29687,823,417
2023-06-11,30203,30080,516,123
2023-06-12,30774,30096,694,678
2023-06-13,30760,30025,664,735
2023-06-14,31055,30070,1030,985
2023-06-15,31175,30059,1105,1116
2023-06-16,30999,29820,940,1179
2023-06-17,30164,29857,344,307
2023-06-18,30343,30157,486,186
2023-06-19,30625,30197,468,428
2023-06-20,30967,30190,770,777
2023-06-21,31117,30143,927,974
2023-06-22,30921,29803,778,1118
2023-06-23,31148,29800,1345,1348
2023-06-24,30332,29921,532,411
2023-06-25,30394,30262,473,132
2023-06-26,31239,30399,977,840
2023-06-27,31300,30305,901,995
2023-06-28,31305,30149,1000,1156
2023-06-29,31261,30075,1112,1186
2023-06-30,31150,29867,1075,1283
2023-07-01,30384,30130,517,254
2023-07-02,30523,30361,393,162
2023-07-03,30993,30609,632,384
2023-07-04,31156,30902,547,254
2023-07-05,31939,31372,1037,567
2023-07-06,32395,31593,1023,802
2023-07-07,32469,31432,876,1037
2023-07-08,32141,31768,709,373
2023-07-09,32374,32042,606,332
2023-07-10,32625,31654,583,971
2023-07-11,32591,31757,937,834
2023-07-12,32689,31410,932,1279
2023-07-13,32545,31321,1135,1224
2023-07-14,32104,30612,783,1492
2023-07-15,31060,30793,448,267
2023-07-16,31168,31067,375,101
2023-07-17,31902,31239,835,663
2023-07-18,31872,31100,633,772
2023-07-19,31909,30812,809,1097
2023-07-20,31847,30726,1035,1121
2023-07-21,31477,30380,751,1097
2023-07-22,30964,30515,584,449
2023-07-23,30974,30900,459,74
2023-07-24,31855,30791,955,1064
2023-07-25,31733,30537,942,1196
2023-07-26,31465,30418,928,1047
2023-07-27,31370,30193,952,1177
2023-07-28,31197,30211,1004,986
2023-07-29,30593,30284,382,309
2023-07-30,30666,30560,382,106
2023-07-31,31144,30358,584,786
2023-08-01,31170,30228,812,942
2023-08-02,30864,29864,636,1000
2023-08-03,30675,29293,811,1382
2023-08-04,29975,28937,682,1038
2023-08-05,29543,29222,606,321
2023-08-06,29626,29527,404,99
2023-08-07,30351,29595,824,756
2023-08-08,30678,29678,1083,1000
2023-08-09,30551,29271,873,1280
2023-08-10,30701,29513,1430,1188
2023-08-11,30806,29623,1293,1183
2023-08-12,30529,30159,906,370
2023-08-13,30956,30899,797,57
2023-08-14,32056,31021,1157,1035
2023-08-15,32198,31421,1177,777
2023-08-16,32531,31480,1110,1051
2023-08-17,32456,31157,976,1299
2023-08-18,32035,31031,878,1004
2023-08-19,31759,31341,728,418
2023-08-20,31870,31730,529,140
2023-08-21,32668,31930,938,738
2023-08-22,33046,32135,1116,911
2023-08-23,33257,32125,1122,1132
2023-08-24,33126,31989,1001,1137
2023-08-25,33100,31936,1111,1164
2023-08-26,32913,32605,977,308
2023-08-27,33317,33214,712,103
2023-08-28,34306,33343,1092,963
2023-08-29,34414,33473,1071,941
2023-08-30,34546,33432,1073,1114
2023-08-31,34604,33346,1172,1258
2023-09-01,34567,33412,1221,1155
2023-09-02,34260,34004,848,256
2023-09-03,34799,34637,795,162
2023-09-04,35279,34851,642,428
2023-09-05,35791,35074,940,717
2023-09-06,36123,34978,1049,1145
2023-09-07,36281,35001,1303,1280
2023-09-08,36118,35236,1117,882
2023-09-09,35919,35545,683,374
2023-09-10,35941,35767,396,174
2023-09-11,36742,35898,975,844
2023-09-12,36867,36129,969,738
2023-09-13,37048,35775,919,1273
2023-09-14,36705,35302,930,1403
2023-09-15,36076,35486,774,590
2023-09-16,36117,35907,631,210
2023-09-17,36103,36009,196,94
2023-09-18,36571,35922,562,649
2023-09-19,36689,35770,767,919
2023-09-20,36589,35451,819,1138
2023-09-21,36290,35072,839,1218
2023-09-22,36099,35080,1027,1019
2023-09-23,35612,35307,532,305
2023-09-24,35872,35757,565,115
2023-09-25,36378,35788,621,590
2023-09-26,37115,36456,1327,659
2023-09-27,37378,36394,922,984
2023-09-28,37366,36174,972,1192
2023-09-29,37245,36215,1071,1030
2023-09-30,36833,36463,618,370
2023-10-01,36665,36586,395,79
2023-10-02,37381,36596,795,785
2023-10-03,37445,36593,849,852
2023-10-04,37793,36777,1200,1016
2023-10-05,37635,36775,858,860
2023-10-06,37805,36799,1030,1006
2023-10-07,37256,36885,457,371
2023-10-08,37415,37312,530,103
2023-10-09,37851,37260,539,591
2023-10-10,38234,37707,974,527
2023-10-11,38778,37774,1071,1004
2023-10-12,38717,37618,943,1099
2023-10-13,38489,37710,871,779
2023-10-14,38272,37924,562,348
2023-10-15,38555,38365,631,190
2023-10-16,38969,38483,604,486
2023-10-17,39521,38669,1038,852
2023-10-18,39672,38675,1003,997
2023-10-19,39640,38500,965,1140
2023-10-20,39317,38432,817,885
2023-10-21,39108,38721,676,387
2023-10-22,39252,39106,531,146
2023-10-23,39790,39097,684,693
2023-10-24,39833,39062,736,771
2023-10-25,39928,38970,866,958
2023-10-26,40024,38969,1054,1055
2023-10-27,39757,38738,788,1019
2023-10-28,39170,38943,432,227
2023-10-29,39592,39547,649,45
2023-10-30,40172,39300,625,872
2023-10-31,40154,39429,854,725
2023-11-01,40347,39556,918,791
2023-11-02,40486,39266,930,1220
2023-11-03,40076,39279,810,797
2023-11-04,40052,39663,773,389
2023-11-05,39938,39884,275,54
2023-11-06,40487,39659,603,828
2023-11-07,40429,39524,770,905
2023-11-08,40304,39455,780,849
2023-11-09,40545,39442,1090,1103
2023-11-10,40011,39506,569,505
2023-11-11,39829,39661,323,168
2023-11-12,39889,39813,228,76
2023-11-13,40411,39905,598,506
2023-11-14,40420,39557,515,863
2023-11-15,40446,39485,889,961
2023-11-16,40437,38998,952,1439
2023-11-17,39620,38669,622,951
2023-11-18,39041,38751,372,290
2023-11-19,39014,38960,263,54
2023-11-20,39448,38650,488,798
2023-11-21,39279,38318,629,961
2023-11-22,38926,37771,608,1155
2023-11-23,38091,37809,320,282
2023-11-24,38249,37616,440,633
2023-11-25,37780,37599,164,181
2023-11-26,37782,37736,183,46
2023-11-27,38216,37457,480,759
2023-11-28,38068,37362,611,706
2023-11-29,38045,36941,683,1104
2023-11-30,37711,36889,770,822
2023-12-01,37589,36640,700,949
2023-12-02,37079,36574,439,505
2023-12-03,37132,37041,558,91
2023-12-04,37639,37074,598,565
2023-12-05,37913,36869,839,1044
2023-12-06,37863,36629,994,1234
2023-12-07,37567,36497,938,1070
2023-12-08,37500,36517,1003,983
2023-12-09,37099,36750,582,349
2023-12-10,37080,36978,330,102
2023-12-11,37802,37030,824,772
2023-12-12,37874,36901,844,973
2023-12-13,37643,36230,742,1413
2023-12-14,37192,36251,962,941
2023-12-15,36984,36049,733,935
2023-12-16,36464,36057,415,407
2023-12-17,36323,36241,266,82
2023-12-18,37026,36582,785,444
2023-12-19,37570,36449,988,1121
2023-12-20,37429,36094,980,1335
2023-12-21,37085,36059,991,1026
2023-12-22,37105,36035,1046,1070
2023-12-23,36721,36233,686,488
2023-12-24,36647,36541,414,106
2023-12-25,36946,36891,405,55
2023-12-26,37346,36940,455,406
2023-12-27,37432,36577,492,855
2023-12-28,37466,36749,889,717
2023-12-29,37249,36703,500,546
2023-12-30,37034,36804,331,230
2023-12-31,37085,37063,281,22
2024-01-01,37282,37241,219,41
2024-01-02,37722,37392,481,330
2024-01-03,38056,37056,664,1000
2024-01-04,38039,37173,983,866
2024-01-05,38000,37156,827,844
2024-01-06,37690,37422,534,268
2024-01-07,37735,37677,313,58
2024-01-08,38389,37731,712,658
2024-01-09,38520,37746,789,774
2024-01-10,38297,37199,551,1098
2024-01-11,38031,37101,832,930
2024-01-12,38051,37254,950,797
2024-01-13,37710,37450,456,260
2024-01-14,37772,37698,322,74
2024-01-15,38159,38080,461,79
2024-01-16,38600,37977,520,623
2024-01-17,38808,37948,831,860
2024-01-18,38912,37877,964,1035
2024-01-19,38640,37815,763,825
2024-01-20,38522,38195,707,327
2024-01-21,38523,38431,328,92
2024-01-22,39025,38218,594,807
2024-01-23,38997,38069,779,928
2024-01-24,38888,37973,819,915
2024-01-25,39154,38312,1181,842
2024-01-26,38974,37890,662,1084
2024-01-27,38616,38262,726,354
2024-01-28,38472,38272,210,200
2024-01-29,38892,38099,620,793
2024-01-30,39009,38055,910,954
2024-01-31,38791,37649,736,1142
2024-02-01,38747,37831,1098,916
2024-02-02,38888,37958,1057,930
2024-02-03,38306,37936,348,370
2024-02-04,38490,38441,554,49
2024-02-05,39140,38526,699,614
2024-02-06,39413,38387,887,1026
2024-02-07,39283,38205,896,1078
2024-02-08,39267,37878,1062,1389
2024-02-09,38745,37723,867,1022
2024-02-10,38421,38098,698,323
2024-02-11,38760,38725,662,35
2024-02-12,39571,38698,846,873
2024-02-13,39699,38562,1001,1137
2024-02-14,39482,38343,920,1139
2024-02-15,39668,38630,1325,1038
2024-02-16,39601,38571,971,1030
2024-02-17,39103,38722,532,381
2024-02-18,39323,39287,601,36
2024-02-19,39869,39303,582,566
2024-02-20,40225,39198,922,1027
2024-02-21,39946,38869,748,1077
2024-02-22,39987,38777,1118,1210
2024-02-23,39881,38690,1104,1191
